Date_ID,Minute,Hour,Day,Week,Month,Quarter,Year
14555,31,10,24,47,9,3,2019
14556,54,8,13,21,12,4,2019
14557,22,21,2,18,3,1,2020
14558,55,9,15,38,3,1,2018
14559,3,22,26,46,12,4,2020
14560,1,21,15,18,1,1,2022
14561,50,12,26,5,7,3,2022
14562,42,0,29,15,6,2,2022
14563,59,18,29,6,4,2,2018
14564,2,9,3,38,7,3,2018
14565,37,15,12,43,11,4,2020
14566,22,16,28,45,7,3,2021
14567,25,10,3,18,7,3,2022
14568,15,19,5,37,4,2,2018
14569,22,19,16,47,11,4,2020
14570,15,16,29,31,2,1,2023
14571,56,9,27,41,1,1,2019
14572,17,19,2,50,5,2,2018
14573,33,13,23,15,8,3,2019
14574,36,16,5,21,1,1,2021
14575,54,20,17,26,6,2,2022
14576,1,21,9,2,8,3,2021
14577,34,12,21,38,3,1,2023
14578,43,7,3,14,4,2,2020
14579,57,14,6,26,6,2,2019
14580,6,22,11,11,7,3,2021
14581,9,2,30,33,9,3,2022
14582,31,1,10,49,3,1,2022
14583,56,21,21,4,9,3,2021
14584,42,2,23,27,10,4,2022
14585,59,17,25,42,7,3,2020
14586,41,10,26,39,2,1,2021
14587,14,16,6,43,6,2,2020
14588,12,1,23,47,12,4,2020
14589,51,19,12,46,11,4,2021
14590,37,5,15,28,10,4,2021
14591,22,11,16,42,6,2,2023
14592,51,18,11,31,1,1,2019
14593,24,12,7,27,6,2,2019
14594,12,13,6,26,3,1,2022
14595,10,17,29,32,3,1,2021
14596,48,22,20,17,1,1,2019
14597,16,3,1,35,10,4,2018
14598,39,13,25,4,10,4,2021
14599,45,8,21,20,5,2,2022
14600,0,10,24,12,5,2,2022
14601,15,6,11,12,4,2,2023
14602,28,5,24,49,9,3,2021
14603,24,23,29,27,3,1,2022
14604,55,7,22,38,12,4,2022
14605,58,17,4,36,4,2,2021
14606,21,20,27,23,3,1,2023
14607,33,17,2,11,6,2,2019
14608,39,7,19,4,6,2,2020
14609,38,6,1,32,4,2,2018
14610,23,0,15,47,2,1,2021
14611,34,8,16,50,4,2,2023
14612,12,9,27,26,11,4,2018
14613,28,18,11,48,3,1,2023
14614,32,17,17,32,11,4,2018
14615,0,18,14,34,1,1,2018
14616,55,5,15,11,10,4,2023
14617,21,16,4,19,4,2,2020
14618,6,4,4,35,12,4,2021
14619,24,3,30,32,4,2,2022
14620,11,7,4,30,9,3,2021
14621,20,20,2,31,5,2,2020
14622,40,22,15,36,12,4,2021
14623,44,5,16,24,7,3,2020
14624,51,4,21,44,8,3,2022
14625,33,9,3,40,6,2,2023
14626,55,9,30,11,4,2,2018
14627,5,10,24,10,12,4,2023
14628,41,14,24,35,3,1,2023
14629,0,7,7,29,9,3,2018
14630,1,20,24,18,11,4,2018
14631,23,15,10,8,12,4,2019
14632,48,1,29,4,6,2,2023
14633,5,9,26,35,4,2,2020
14634,32,10,30,10,6,2,2018
14635,7,4,21,29,12,4,2022
14636,12,3,15,11,6,2,2020
14637,15,18,28,31,4,2,2019
14638,56,3,4,20,11,4,2018
14639,45,7,20,49,10,4,2019
14640,3,15,9,11,12,4,2023
14641,12,17,8,19,1,1,2023
14642,21,9,8,44,7,3,2021
14643,56,2,17,33,4,2,2021
14644,41,16,9,3,7,3,2021
14645,41,6,19,8,3,1,2019
14646,59,13,26,46,10,4,2023
14647,16,18,25,43,11,4,2020
14648,51,15,21,10,9,3,2019
14649,42,19,20,41,12,4,2021
14650,22,3,7,29,5,2,2023
14651,30,0,27,10,3,1,2018
14652,39,19,12,17,5,2,2021
14653,20,22,15,33,12,4,2019
14654,58,22,2,14,8,3,2019
14655,16,1,19,37,2,1,2020
14656,33,22,9,51,4,2,2019
14657,8,6,15,44,5,2,2019
14658,0,23,20,20,5,2,2018
14659,19,20,16,26,1,1,2018
14660,46,16,6,41,11,4,2020
14661,6,10,14,24,1,1,2022
14662,36,10,27,12,9,3,2020
14663,12,20,29,50,6,2,2021
14664,17,5,30,49,7,3,2019
14665,22,23,15,13,11,4,2022
14666,51,15,25,33,8,3,2021
14667,39,20,20,41,8,3,2021
14668,54,15,27,33,9,3,2020
14669,35,1,15,16,6,2,2018
14670,56,21,17,48,2,1,2019
14671,2,12,6,19,5,2,2020
14672,26,22,3,20,4,2,2022
14673,22,16,29,51,11,4,2022
14674,51,14,8,42,9,3,2023
14675,25,9,3,51,4,2,2018
14676,5,18,30,33,11,4,2023
14677,51,19,12,46,4,2,2022
14678,16,4,21,32,12,4,2023
14679,45,3,10,39,10,4,2022
14680,24,14,8,26,6,2,2021
14681,38,13,28,19,9,3,2021
14682,50,12,22,38,9,3,2023
14683,20,10,17,28,2,1,2022
14684,9,9,8,21,4,2,2018
14685,29,5,23,33,3,1,2019
14686,8,0,15,7,7,3,2021
14687,24,10,30,12,2,1,2021
14688,25,10,12,17,4,2,2022
14689,3,16,21,29,1,1,2023
14690,2,4,28,3,5,2,2018
14691,53,5,21,29,6,2,2018
14692,29,23,23,14,12,4,2020
14693,20,7,30,50,4,2,2022
14694,34,8,23,34,3,1,2020
14695,30,5,29,12,3,1,2020
14696,42,0,8,19,1,1,2018
14697,38,12,27,26,9,3,2020
14698,23,6,25,6,7,3,2019
14699,47,7,3,4,10,4,2019
14700,15,1,14,50,3,1,2019
14701,57,8,17,31,1,1,2019
14702,1,18,28,43,10,4,2022
14703,35,2,4,31,11,4,2021
14704,5,13,17,12,3,1,2018
14705,41,16,7,38,9,3,2022
14706,15,2,25,40,1,1,2019
14707,18,7,18,1,8,3,2021
14708,41,20,1,33,9,3,2019
14709,13,12,15,31,3,1,2021
14710,10,1,1,37,2,1,2019
14711,5,0,27,13,12,4,2020
14712,48,12,29,37,1,1,2020
14713,11,9,23,29,4,2,2022
14714,5,7,27,37,1,1,2019
14715,56,1,17,27,5,2,2020
14716,41,20,27,40,10,4,2021
14717,37,5,28,3,4,2,2022
14718,53,0,27,50,2,1,2018
14719,36,20,12,30,12,4,2021
14720,59,21,16,43,12,4,2022
14721,56,5,16,41,10,4,2020
14722,11,6,11,3,11,4,2022
14723,44,4,7,37,8,3,2022
14724,33,1,16,25,2,1,2018
14725,41,15,27,30,7,3,2018
14726,34,1,6,48,4,2,2019
14727,56,4,28,18,11,4,2023
14728,30,18,1,14,4,2,2021
14729,45,16,13,50,6,2,2020
14730,6,6,10,31,4,2,2018
14731,56,12,23,7,3,1,2023
14732,2,5,22,46,2,1,2018
14733,35,6,10,49,5,2,2022
14734,2,22,9,51,5,2,2018
14735,25,7,17,48,10,4,2022
14736,54,1,11,35,3,1,2018
14737,28,5,13,8,7,3,2023
14738,41,13,12,3,7,3,2021
14739,21,14,17,1,1,1,2022
14740,15,13,15,37,9,3,2023
14741,13,3,29,35,11,4,2018
14742,52,22,24,17,1,1,2023
14743,48,3,13,23,9,3,2022
14744,8,18,29,27,5,2,2022
14745,19,8,1,50,10,4,2023
14746,10,23,20,12,7,3,2019
14747,31,12,23,51,4,2,2022
14748,39,14,15,48,8,3,2019
14749,35,22,2,19,3,1,2023
14750,38,2,7,8,5,2,2023
14751,13,21,9,2,3,1,2019
14752,47,18,2,41,7,3,2020
14753,6,4,10,36,5,2,2022
14754,0,22,11,48,9,3,2018
14755,19,23,22,49,9,3,2021
14756,14,8,12,13,1,1,2021
14757,43,10,21,13,6,2,2019
14758,13,14,11,23,4,2,2018
14759,43,3,26,38,11,4,2020
14760,32,22,12,16,11,4,2022
14761,8,7,18,41,8,3,2020
14762,28,14,19,1,12,4,2023
14763,38,13,2,1,9,3,2023
14764,16,9,30,29,4,2,2023
14765,0,3,17,31,4,2,2023
14766,51,0,29,2,10,4,2022
14767,11,5,26,22,8,3,2021
14768,56,13,11,6,9,3,2021
14769,56,16,16,49,10,4,2020
14770,42,13,27,3,11,4,2023
14771,19,3,20,39,4,2,2021
14772,24,15,8,24,7,3,2018
14773,2,19,3,20,11,4,2021
14774,38,1,5,3,5,2,2019
14775,16,0,8,15,7,3,2023
14776,55,5,3,23,12,4,2022
14777,30,8,6,29,5,2,2020
14778,5,9,25,50,7,3,2020
14779,47,3,22,14,4,2,2018
14780,28,11,23,6,6,2,2021
14781,11,18,29,31,4,2,2018
14782,18,13,21,44,1,1,2020
14783,14,4,20,21,7,3,2021
14784,34,15,2,1,8,3,2019
14785,29,9,11,37,5,2,2022
14786,55,23,20,44,5,2,2022
14787,6,12,9,51,8,3,2020
14788,32,19,27,16,12,4,2020
14789,57,3,9,28,8,3,2018
14790,19,23,30,28,5,2,2018
14791,26,4,3,49,8,3,2021
14792,8,11,17,19,6,2,2023
14793,12,4,16,34,1,1,2018
14794,26,10,16,5,8,3,2018
14795,46,17,25,6,5,2,2023
14796,26,10,29,51,3,1,2022
14797,52,6,24,33,6,2,2023
14798,29,7,15,49,6,2,2018
14799,57,3,12,8,7,3,2018
14800,48,7,24,15,4,2,2019
14801,48,4,14,2,10,4,2020
14802,37,14,23,38,6,2,2020
14803,16,19,26,47,10,4,2021
14804,6,18,5,23,9,3,2021
14805,5,10,12,34,3,1,2018
14806,52,15,24,7,9,3,2023
14807,0,8,4,2,3,1,2019
14808,2,1,26,43,12,4,2020
14809,7,23,25,5,7,3,2019
14810,12,3,28,33,6,2,2018
14811,24,21,24,46,7,3,2022
14812,6,6,2,19,9,3,2022
14813,2,0,4,47,3,1,2018
14814,42,4,24,8,9,3,2018
14815,6,7,29,46,1,1,2020
14816,12,13,27,41,6,2,2023
14817,22,22,27,20,3,1,2021
14818,13,3,22,9,4,2,2018
14819,2,1,19,8,11,4,2023
14820,10,8,25,47,10,4,2018
14821,20,18,9,43,11,4,2018
14822,20,12,20,50,11,4,2021
14823,13,4,16,5,9,3,2022
14824,9,17,22,45,8,3,2022
14825,9,10,8,2,6,2,2020
14826,53,17,18,29,11,4,2019
14827,55,5,9,41,2,1,2022
14828,24,21,4,33,8,3,2020
14829,48,6,27,16,12,4,2022
14830,32,10,30,46,9,3,2019
14831,19,12,29,1,6,2,2019
14832,22,13,5,47,6,2,2019
14833,24,20,2,49,9,3,2018
14834,33,2,22,5,8,3,2018
14835,50,10,9,7,5,2,2022
14836,51,13,21,29,7,3,2021
14837,51,16,10,2,9,3,2018
14838,51,21,10,33,12,4,2022
14839,2,2,21,21,3,1,2020
14840,10,18,15,11,11,4,2020
14841,42,19,3,35,12,4,2019
14842,4,18,14,13,12,4,2021
14843,56,15,8,35,9,3,2022
14844,37,23,21,12,7,3,2021
14845,0,0,22,25,7,3,2022
14846,19,19,30,13,6,2,2023
14847,41,21,12,15,3,1,2021
14848,12,8,12,6,9,3,2022
14849,11,19,19,16,1,1,2019
14850,26,8,8,27,4,2,2019
14851,2,7,20,29,2,1,2019
14852,44,20,21,39,12,4,2020
14853,17,21,15,33,1,1,2023
14854,49,3,1,14,8,3,2020
14855,57,1,13,10,7,3,2021
14856,33,14,1,19,4,2,2021
14857,8,20,2,47,2,1,2023
14858,17,15,26,3,6,2,2022
14859,24,9,22,24,5,2,2020
14860,9,4,15,18,5,2,2023
14861,33,12,10,12,7,3,2018
14862,35,10,30,26,4,2,2020
14863,16,18,10,2,5,2,2021
14864,5,16,28,37,11,4,2021
14865,33,8,11,12,1,1,2018
14866,29,18,7,18,10,4,2019
14867,28,20,20,26,9,3,2021
14868,1,8,30,13,6,2,2018
14869,27,12,26,42,1,1,2022
14870,26,13,21,48,11,4,2018
14871,58,20,8,19,12,4,2021
14872,45,8,2,18,7,3,2023
14873,29,4,6,12,3,1,2018
14874,34,10,9,51,4,2,2019
14875,17,17,3,32,3,1,2019
14876,50,13,29,19,10,4,2020
14877,23,22,14,3,4,2,2023
14878,50,22,20,32,9,3,2021
14879,33,22,11,24,3,1,2019
14880,34,9,4,14,1,1,2018
14881,15,2,2,15,7,3,2023
14882,50,17,19,36,2,1,2023
14883,55,16,30,9,1,1,2021
14884,5,2,22,34,6,2,2020
14885,26,16,3,25,2,1,2018
14886,36,22,22,36,3,1,2023
14887,14,17,29,13,6,2,2019
14888,5,19,17,13,8,3,2022
14889,30,0,7,17,6,2,2018
14890,19,20,24,39,7,3,2023
14891,54,15,8,35,2,1,2018
14892,33,17,5,20,5,2,2020
14893,30,13,25,40,12,4,2020
14894,27,8,16,26,2,1,2020
14895,50,16,2,4,3,1,2023
14896,43,3,20,2,6,2,2018
14897,27,21,16,2,11,4,2018
14898,47,12,8,49,9,3,2023
14899,32,22,3,7,7,3,2020
14900,49,20,16,17,8,3,2019
14901,58,15,11,6,1,1,2023
14902,58,8,8,12,2,1,2019
14903,36,10,3,9,1,1,2023
14904,29,16,25,17,11,4,2023
14905,44,17,1,11,11,4,2019
14906,35,11,25,15,8,3,2019
14907,55,1,7,26,1,1,2021
14908,48,21,24,2,6,2,2020
14909,16,8,15,31,6,2,2022
14910,15,23,30,4,11,4,2022
14911,38,3,19,39,1,1,2018
14912,56,2,24,42,11,4,2021
14913,28,17,10,24,4,2,2022
14914,16,3,23,9,11,4,2020
14915,52,13,19,10,1,1,2022
14916,2,4,21,19,3,1,2020
14917,38,19,6,3,7,3,2022
14918,27,21,9,25,9,3,2020
14919,12,1,11,39,6,2,2019
14920,13,19,16,10,8,3,2018
14921,6,18,23,40,5,2,2020
14922,32,1,27,38,2,1,2019
14923,38,7,15,21,4,2,2019
14924,29,8,27,41,10,4,2018
14925,8,1,27,30,2,1,2019
14926,3,20,19,26,12,4,2020
14927,23,0,29,11,1,1,2023
14928,59,1,30,22,10,4,2019
14929,49,1,17,19,9,3,2021
14930,28,19,7,3,12,4,2021
14931,26,13,17,39,12,4,2019
14932,45,11,10,14,5,2,2020
14933,40,16,11,17,6,2,2018
14934,6,8,5,22,4,2,2021
14935,34,15,16,17,1,1,2022
14936,7,18,14,48,6,2,2020
14937,18,0,29,11,12,4,2020
14938,5,14,24,22,4,2,2022
14939,4,15,5,3,11,4,2021
14940,14,17,8,48,6,2,2022
14941,31,3,6,51,6,2,2021
14942,24,4,5,1,1,1,2021
14943,47,11,13,41,12,4,2018
14944,27,3,14,51,10,4,2018
14945,48,18,26,34,1,1,2018
14946,14,16,28,33,3,1,2023
14947,12,19,5,49,8,3,2018
14948,48,18,28,13,11,4,2018
14949,38,13,10,39,1,1,2018
14950,46,18,11,29,3,1,2021
14951,20,13,4,31,1,1,2022
14952,46,0,12,37,1,1,2023
14953,22,3,9,15,9,3,2019
14954,16,11,8,9,9,3,2018
14955,35,12,3,27,1,1,2023
14956,17,7,1,15,9,3,2023
14957,52,2,21,44,1,1,2022
14958,23,11,21,19,11,4,2022
14959,21,13,18,36,9,3,2023
14960,50,13,20,44,11,4,2023
14961,12,23,17,23,2,1,2022
14962,48,11,15,37,1,1,2021
14963,5,9,5,47,1,1,2018
14964,9,17,28,50,9,3,2020
14965,54,14,23,51,4,2,2019
14966,16,2,29,27,5,2,2023
14967,15,10,28,21,9,3,2019
14968,48,7,22,2,3,1,2022
14969,35,6,29,13,4,2,2023
14970,56,15,3,45,5,2,2021
14971,14,4,18,32,8,3,2020
14972,2,11,16,38,1,1,2020
14973,56,12,7,13,8,3,2021
14974,12,17,30,16,10,4,2023
14975,58,6,14,47,4,2,2023
14976,59,23,2,10,10,4,2023
14977,3,2,3,38,12,4,2019
14978,24,17,11,37,6,2,2018
14979,29,0,3,31,7,3,2021
14980,1,19,7,43,11,4,2021
14981,37,12,15,3,6,2,2020
14982,48,10,1,51,10,4,2022
14983,52,16,22,23,1,1,2022
14984,53,21,14,44,2,1,2019
14985,27,13,29,36,2,1,2022
14986,6,15,2,46,9,3,2023
14987,46,21,16,43,3,1,2021
14988,41,19,6,45,3,1,2022
14989,45,14,18,43,12,4,2020
14990,51,16,14,51,2,1,2020
14991,4,20,26,36,2,1,2021
14992,49,6,18,49,1,1,2022
14993,23,23,18,42,2,1,2019
14994,11,16,25,9,10,4,2019
14995,55,2,2,44,7,3,2022
14996,37,4,4,33,4,2,2023
14997,11,14,18,30,8,3,2023
14998,17,11,20,44,2,1,2019
14999,35,2,30,13,12,4,2021
15000,42,14,9,16,12,4,2023
15001,13,7,30,22,4,2,2021
15002,19,20,27,32,12,4,2019
15003,9,2,28,25,8,3,2021
15004,7,2,16,21,9,3,2023
15005,24,18,6,51,11,4,2022
15006,49,16,1,22,5,2,2018
15007,35,16,15,51,12,4,2022
15008,4,1,3,1,7,3,2018
15009,8,5,3,8,10,4,2020
15010,58,17,26,15,6,2,2022
15011,5,2,9,7,9,3,2020
15012,21,13,25,7,4,2,2019
15013,55,13,7,49,11,4,2023
15014,49,12,5,9,11,4,2020
15015,20,23,3,49,4,2,2022
15016,44,13,14,11,7,3,2023
15017,54,2,15,25,4,2,2020
15018,3,12,20,38,3,1,2018
15019,35,14,24,44,11,4,2021
15020,46,1,1,17,2,1,2022
15021,31,10,21,31,5,2,2021
15022,9,2,20,27,8,3,2018
15023,5,14,14,32,8,3,2020
15024,25,23,12,13,2,1,2023
15025,55,17,18,33,9,3,2018
15026,32,7,17,8,10,4,2021
15027,11,0,3,7,6,2,2023
15028,7,13,11,37,3,1,2018
15029,53,15,22,50,4,2,2021
15030,35,1,5,14,10,4,2018
15031,59,0,21,16,8,3,2020
15032,40,7,18,31,2,1,2019
15033,10,0,14,38,7,3,2022
15034,7,22,12,51,3,1,2023
15035,31,18,17,16,10,4,2023
15036,46,9,28,32,8,3,2023
15037,9,23,15,12,10,4,2018
15038,20,4,14,23,8,3,2020
15039,11,15,9,28,12,4,2023
15040,3,0,8,4,5,2,2019
15041,15,4,20,18,11,4,2018
15042,4,20,1,46,6,2,2023
15043,43,23,5,37,2,1,2019
15044,54,19,21,47,6,2,2018
15045,47,14,17,34,4,2,2021
15046,37,9,16,4,11,4,2023
15047,30,8,2,46,7,3,2018
15048,25,7,25,32,6,2,2023
15049,13,6,22,16,11,4,2020
15050,26,1,6,44,10,4,2020
15051,26,4,26,2,2,1,2023
15052,37,17,20,51,12,4,2018
15053,40,12,28,30,9,3,2021
15054,33,3,27,26,8,3,2018
15055,3,11,28,33,9,3,2019
15056,12,23,8,8,8,3,2021
15057,9,10,7,14,8,3,2019
15058,49,8,23,33,3,1,2019
15059,22,23,4,30,11,4,2021
15060,23,17,24,14,5,2,2020
15061,2,23,17,50,2,1,2020
15062,46,7,30,2,8,3,2018
15063,36,5,22,28,7,3,2022
15064,58,13,11,6,5,2,2019
15065,47,0,28,19,6,2,2018
15066,0,12,15,6,11,4,2020
15067,48,20,11,31,9,3,2022
15068,48,19,12,26,3,1,2022
15069,26,21,30,9,4,2,2021
15070,36,18,26,7,10,4,2022
15071,2,2,30,29,2,1,2019
15072,41,3,29,35,2,1,2019
15073,36,2,18,11,7,3,2022
15074,15,20,18,29,1,1,2019
15075,21,9,21,6,3,1,2022
15076,16,12,30,39,10,4,2019
15077,50,4,3,20,12,4,2022
15078,18,19,2,24,8,3,2018
15079,28,8,15,1,8,3,2020
15080,11,14,19,37,7,3,2021
15081,6,14,7,36,9,3,2023
15082,38,16,3,49,11,4,2023
15083,33,7,25,15,12,4,2020
15084,45,12,13,24,9,3,2019
15085,36,9,5,7,6,2,2020
15086,20,20,17,2,2,1,2023
15087,1,19,17,30,10,4,2021
15088,42,19,18,9,5,2,2019
15089,13,17,6,2,10,4,2023
15090,2,2,6,45,11,4,2019
15091,57,19,12,11,4,2,2018
15092,6,3,22,40,5,2,2020
15093,29,13,10,15,5,2,2021
15094,3,3,20,15,9,3,2023
15095,22,20,21,36,5,2,2018
15096,36,19,30,26,3,1,2023
15097,35,1,22,44,9,3,2022
15098,28,18,20,35,5,2,2018
15099,32,14,30,22,7,3,2021
15100,14,9,6,6,5,2,2018
15101,29,6,29,29,9,3,2018
15102,18,16,7,43,12,4,2021
15103,40,0,27,23,12,4,2022
15104,54,8,6,15,6,2,2023
15105,17,7,29,41,12,4,2022
15106,55,10,21,50,10,4,2020
15107,6,1,16,36,2,1,2019
15108,33,1,28,23,3,1,2019
15109,4,12,30,3,6,2,2019
15110,52,20,14,42,3,1,2023
15111,0,1,19,27,11,4,2022
15112,11,1,30,41,7,3,2022
15113,30,0,25,30,7,3,2023
15114,23,18,17,5,9,3,2021
15115,17,17,7,50,9,3,2018
15116,45,7,5,1,5,2,2018
15117,30,15,5,45,3,1,2020
15118,14,19,6,14,11,4,2018
15119,52,9,19,40,4,2,2023
15120,5,18,26,12,8,3,2023
15121,10,0,15,26,3,1,2023
15122,24,11,4,14,2,1,2020
15123,48,9,25,43,11,4,2022
15124,54,7,20,7,8,3,2018
15125,56,21,7,44,6,2,2019
15126,53,4,7,23,5,2,2021
15127,5,10,25,43,9,3,2022
15128,24,10,20,26,10,4,2023
15129,50,21,2,10,11,4,2022
15130,16,12,24,30,7,3,2021
15131,29,4,21,30,3,1,2018
15132,3,15,3,45,1,1,2023
15133,49,15,11,32,7,3,2023
15134,32,16,22,10,12,4,2021
15135,34,16,26,21,11,4,2018
15136,44,13,1,33,10,4,2021
15137,47,16,11,16,8,3,2019
15138,13,8,20,45,9,3,2020
15139,20,14,24,2,11,4,2023
15140,27,2,13,9,6,2,2020
15141,2,6,15,46,12,4,2021
15142,49,2,2,44,6,2,2021
15143,0,9,26,15,2,1,2021
15144,8,13,12,16,9,3,2018
15145,27,20,19,42,4,2,2020
15146,18,23,5,11,3,1,2020
15147,17,9,16,34,10,4,2019
15148,25,7,26,35,7,3,2021
15149,53,3,23,38,7,3,2021
15150,5,12,2,24,12,4,2021
15151,24,23,12,32,6,2,2018
15152,59,11,18,36,3,1,2023
15153,17,9,27,37,5,2,2019
15154,13,22,30,7,3,1,2019
15155,57,18,28,16,2,1,2022
15156,6,15,1,35,1,1,2022
15157,50,5,29,27,2,1,2021
15158,1,8,2,34,12,4,2022
15159,10,17,5,16,3,1,2021
15160,38,2,24,9,2,1,2018
15161,19,15,1,32,12,4,2021
15162,49,18,6,37,7,3,2018
15163,21,13,7,15,4,2,2019
15164,8,11,21,4,9,3,2020
15165,27,23,3,32,2,1,2022
15166,50,5,14,21,7,3,2022
15167,49,8,22,36,4,2,2023
15168,45,5,18,1,8,3,2021
15169,34,19,19,7,12,4,2021
15170,54,16,17,12,8,3,2018
15171,46,11,6,4,9,3,2021
15172,17,1,1,12,1,1,2023
15173,11,6,10,48,2,1,2019
15174,16,4,19,39,11,4,2018
15175,41,23,17,34,8,3,2018
15176,9,16,13,6,12,4,2019
15177,50,12,29,1,9,3,2020
15178,58,8,29,49,7,3,2021
15179,51,23,2,2,4,2,2021
15180,58,13,4,10,11,4,2020
15181,42,16,3,47,8,3,2019
15182,39,8,27,13,9,3,2018
15183,15,22,6,10,2,1,2019
15184,23,7,9,41,5,2,2021
15185,24,19,7,7,11,4,2023
15186,21,7,7,35,10,4,2019
15187,28,20,3,31,7,3,2021
15188,42,7,28,50,7,3,2023
15189,39,21,2,22,8,3,2020
15190,23,7,30,50,10,4,2020
15191,28,23,30,24,6,2,2022
15192,43,2,23,22,11,4,2019
15193,49,4,12,37,5,2,2020
15194,46,17,27,16,9,3,2020
15195,42,12,24,21,8,3,2022
15196,10,19,3,26,4,2,2021
15197,40,15,24,21,7,3,2022
15198,15,14,28,6,9,3,2023
15199,6,20,30,19,2,1,2023
15200,53,23,28,29,10,4,2022
15201,47,3,27,36,9,3,2021
15202,42,23,10,5,7,3,2023
15203,3,20,21,30,10,4,2018
15204,55,12,4,19,7,3,2020
15205,12,15,27,11,4,2,2019
15206,48,14,20,28,6,2,2019
15207,59,11,25,4,12,4,2018
15208,5,23,18,36,7,3,2019
15209,0,2,20,14,3,1,2023
15210,37,22,28,23,11,4,2018
15211,39,13,5,50,12,4,2020
15212,34,11,26,46,5,2,2020
15213,6,20,19,21,12,4,2021
15214,23,0,23,1,1,1,2022
15215,35,3,30,14,7,3,2021
15216,21,18,13,7,4,2,2021
15217,46,19,17,48,11,4,2023
15218,8,18,29,4,12,4,2023
15219,51,10,25,41,6,2,2021
15220,25,9,17,9,12,4,2023
15221,25,23,20,33,10,4,2018
15222,46,16,29,45,8,3,2019
15223,23,1,6,51,8,3,2019
15224,12,22,8,32,8,3,2020
15225,40,15,1,19,2,1,2018
15226,3,1,13,17,11,4,2021
15227,59,16,5,3,5,2,2022
15228,52,5,22,2,7,3,2023
15229,30,8,30,38,5,2,2018
15230,3,13,21,28,8,3,2022
15231,14,2,3,15,8,3,2021
15232,2,23,25,6,9,3,2018
15233,30,5,22,45,5,2,2022
15234,12,6,27,15,10,4,2023
15235,4,6,14,35,11,4,2019
15236,18,3,17,25,12,4,2018
15237,13,1,24,45,1,1,2019
15238,47,15,12,37,11,4,2021
15239,33,23,4,29,11,4,2021
15240,0,2,15,20,5,2,2021
15241,43,23,25,11,9,3,2019
15242,16,10,22,44,4,2,2023
15243,12,22,10,24,8,3,2021
15244,2,11,30,41,5,2,2020
15245,43,10,10,9,11,4,2018
15246,44,9,4,3,3,1,2023
15247,16,8,4,50,8,3,2022
15248,49,4,2,33,11,4,2019
15249,45,14,18,3,3,1,2019
15250,29,5,9,28,4,2,2022
15251,24,15,3,50,2,1,2022
15252,27,15,20,50,11,4,2022
15253,47,8,14,14,9,3,2020
15254,6,17,25,9,1,1,2020
15255,46,18,19,17,1,1,2018
15256,36,10,7,12,7,3,2023
15257,14,9,28,6,12,4,2020
15258,40,15,12,22,1,1,2022
15259,42,18,23,28,4,2,2018
15260,49,20,28,47,12,4,2022
15261,26,20,22,37,12,4,2018
15262,12,8,17,2,8,3,2019
15263,56,16,9,13,12,4,2018
15264,32,10,18,50,1,1,2023
15265,7,5,17,23,7,3,2021
15266,38,10,11,11,4,2,2023
15267,11,4,9,43,4,2,2019
15268,27,9,24,41,6,2,2019
15269,55,2,8,51,2,1,2022
15270,22,20,23,26,12,4,2021
15271,43,5,1,17,4,2,2021
15272,30,18,25,27,9,3,2023
15273,59,0,14,35,8,3,2023
15274,38,4,16,6,10,4,2018
15275,29,2,9,32,8,3,2018
15276,12,17,30,42,4,2,2019
15277,31,14,11,20,7,3,2019
15278,1,9,3,12,5,2,2023
15279,42,6,18,42,3,1,2018
15280,16,6,30,5,5,2,2018
15281,17,6,12,47,5,2,2020
15282,25,2,27,19,6,2,2021
15283,16,13,14,44,3,1,2021
15284,46,1,28,12,6,2,2020
15285,57,5,15,25,9,3,2018
15286,43,5,29,10,2,1,2018
15287,44,13,28,3,5,2,2019
15288,0,22,3,11,12,4,2020
15289,34,12,26,45,6,2,2023
15290,7,2,7,32,11,4,2023
15291,15,16,14,22,2,1,2020
15292,22,23,23,15,1,1,2021
15293,16,4,16,33,5,2,2023
15294,57,4,13,43,3,1,2020
15295,10,21,5,18,1,1,2023
15296,39,8,15,14,2,1,2019
15297,20,15,28,46,9,3,2020
15298,10,5,19,4,12,4,2020
15299,23,14,29,32,8,3,2019
15300,38,12,24,15,11,4,2018
15301,53,8,17,13,9,3,2018
15302,21,0,20,21,9,3,2021
15303,14,5,10,34,12,4,2021
15304,14,15,14,5,12,4,2023
15305,43,20,25,19,4,2,2023
15306,44,20,12,22,11,4,2022
15307,21,18,13,29,6,2,2021
15308,39,4,21,2,4,2,2023
15309,46,6,25,9,5,2,2023
15310,6,5,30,12,12,4,2019
15311,9,5,1,44,3,1,2021
15312,27,13,29,41,9,3,2022
15313,39,16,7,32,6,2,2020
15314,59,16,21,33,6,2,2020
15315,44,23,19,18,8,3,2020
15316,10,5,11,42,5,2,2018
15317,50,12,23,48,6,2,2023
15318,51,18,15,16,4,2,2021
15319,7,19,19,42,1,1,2022
15320,34,8,24,38,11,4,2019
15321,50,16,19,27,1,1,2021
15322,19,4,20,4,5,2,2020
15323,34,4,5,15,5,2,2018
15324,30,0,4,42,2,1,2019
15325,32,13,24,28,10,4,2023
15326,15,11,29,2,2,1,2021
15327,35,7,25,9,7,3,2022
15328,25,4,1,51,4,2,2019
15329,24,6,15,23,6,2,2020
15330,9,12,11,35,9,3,2022
