ID,Member_ID,Customer_ID,Service_ID,Branch_ID,Date_ID,Channel,Action,Severity
1241,421,26758,32,20,113,In Person,Feedback,1
1242,892,1578,16,17,267,Online,Feedback,9
1243,668,13091,18,16,20062,In Person,Inquiry,3
1244,664,44927,34,35,14851,In Person,Complaint,9
1245,527,20607,98,37,22250,In Person,Feedback,5
1246,539,201,25,16,22634,Online,Complaint,8
1247,140,9135,78,34,30575,In Person,Inquiry,2
1248,455,32968,81,4,4141,Phone,Inquiry,1
1249,367,23929,10,10,5626,In Person,Feedback,7
1250,698,3911,17,28,44271,In Person,Inquiry,3
1251,863,33121,68,51,25553,In Person,Complaint,1
1252,33,4175,5,41,47257,In Person,Feedback,6
1253,58,27642,69,5,13591,Phone,Complaint,5
1254,332,10261,2,48,20159,Phone,Complaint,2
1255,575,31731,8,22,49626,Phone,Feedback,4
1256,776,35741,43,41,32908,In Person,Inquiry,3
1257,368,1352,20,36,19305,In Person,Feedback,2
1258,939,13244,19,36,46197,Phone,Complaint,1
1259,244,5309,79,13,10796,Phone,Feedback,7
1260,422,29258,13,19,11032,Online,Complaint,10
1261,403,19233,20,29,9233,In Person,Feedback,10
1262,498,4721,52,39,39172,In Person,Feedback,7
1263,486,3999,28,16,10026,In Person,Complaint,3
1264,914,44548,99,31,36192,Phone,Feedback,5
1265,532,41264,8,51,11989,Online,Inquiry,10
1266,807,16538,12,38,18424,In Person,Inquiry,2
1267,320,10306,40,52,28216,In Person,Feedback,1
1268,157,9247,46,34,4049,Phone,Complaint,5
1269,686,25433,74,12,44142,In Person,Inquiry,8
1270,430,17836,26,49,1506,Online,Inquiry,6
1271,746,22078,49,30,9592,In Person,Feedback,1
1272,760,31046,34,18,4957,In Person,Inquiry,9
1273,341,29028,75,30,16087,In Person,Inquiry,4
1274,122,6441,0,26,9589,Online,Complaint,6
1275,622,28480,82,41,39599,In Person,Inquiry,5
1276,955,12609,99,52,28864,Online,Complaint,10
1277,40,40645,97,36,691,Online,Complaint,8
1278,543,38403,82,53,6891,Phone,Feedback,10
1279,992,11520,17,7,43144,Phone,Feedback,2
1280,109,19368,15,5,2181,In Person,Complaint,7
1281,857,4156,96,15,26756,Online,Complaint,8
1282,233,21388,62,43,27219,Phone,Complaint,10
1283,464,39803,35,14,32023,In Person,Complaint,3
1284,437,33708,82,27,27537,In Person,Inquiry,6
1285,985,15175,17,41,11119,Phone,Inquiry,2
1286,336,22241,60,47,12753,Online,Feedback,6
1287,581,8768,61,3,13959,Phone,Complaint,10
1288,728,36689,31,47,41029,In Person,Inquiry,10
1289,682,31228,54,9,13878,Online,Feedback,8
1290,954,30402,6,29,1648,Phone,Complaint,6
1291,876,2062,74,49,16665,Phone,Feedback,2
1292,752,247,84,16,39914,Phone,Feedback,7
1293,904,1745,87,48,6510,In Person,Feedback,5
1294,93,9843,14,26,43389,Online,Complaint,4
1295,87,16502,51,27,49096,Phone,Inquiry,2
1296,963,9383,87,37,23682,Phone,Feedback,6
1297,329,13257,62,17,6094,Phone,Feedback,4
1298,865,28443,0,20,40214,Online,Feedback,2
1299,868,3848,89,44,38378,In Person,Feedback,7
1300,45,38282,53,46,37613,In Person,Inquiry,3
1301,622,29980,44,44,20083,Phone,Complaint,5
1302,561,24169,79,12,6552,Phone,Complaint,7
1303,914,10681,20,5,38361,In Person,Feedback,8
1304,375,35280,51,3,9319,In Person,Feedback,10
1305,410,13056,50,44,2306,Phone,Complaint,2
1306,801,2570,59,8,2021,Phone,Inquiry,3
1307,78,36808,42,8,1933,In Person,Inquiry,7
1308,253,27510,32,50,2077,Phone,Feedback,3
1309,561,9018,0,49,36315,In Person,Complaint,5
1310,938,14131,10,53,887,In Person,Inquiry,4
1311,103,13101,70,5,34953,Online,Inquiry,10
1312,62,37663,41,36,8959,In Person,Complaint,6
1313,104,31771,53,32,47205,In Person,Feedback,1
1314,770,12475,94,22,15579,In Person,Inquiry,5
1315,603,10198,70,24,4945,Phone,Inquiry,2
1316,164,39989,52,27,43357,Phone,Feedback,1
1317,778,18330,46,21,5965,Online,Feedback,4
1318,190,24728,45,13,49507,Online,Inquiry,5
1319,394,39643,80,46,7692,In Person,Inquiry,8
1320,912,13778,96,2,49742,In Person,Complaint,4
1321,565,2010,38,19,29856,In Person,Inquiry,6
1322,475,19478,58,50,13232,Online,Inquiry,6
1323,581,33074,13,10,45600,In Person,Feedback,5
1324,749,1336,45,53,16941,Phone,Feedback,8
1325,510,8345,16,34,39399,Phone,Complaint,10
1326,766,5157,4,34,43008,Phone,Inquiry,5
1327,895,24881,20,29,24167,Online,Inquiry,3
1328,543,25969,15,51,31021,In Person,Complaint,5
1329,855,10915,4,50,2166,Phone,Feedback,6
1330,486,32651,76,10,9349,In Person,Inquiry,2
1331,777,26270,9,45,45654,Online,Inquiry,10
1332,325,26241,38,35,13737,Phone,Inquiry,9
1333,539,41455,71,10,22025,In Person,Complaint,7
1334,410,11036,15,50,49806,Phone,Feedback,1
1335,422,28033,64,10,1504,Online,Complaint,4
1336,893,37359,39,9,20359,In Person,Inquiry,6
1337,696,29181,73,45,42712,Online,Complaint,7
1338,44,8732,94,16,5852,In Person,Inquiry,2
1339,733,17040,82,29,36592,Phone,Inquiry,2
1340,32,38265,7,51,25180,Online,Feedback,5
1341,473,16466,55,20,6713,Online,Complaint,10
1342,700,29631,57,7,27360,In Person,Inquiry,4
1343,53,8049,48,20,43495,In Person,Inquiry,2
1344,44,6491,76,19,4055,Online,Feedback,3
1345,438,17250,5,4,22014,In Person,Inquiry,2
1346,571,18321,91,16,44224,Online,Complaint,3
1347,286,23061,18,52,32942,Phone,Feedback,6
1348,464,24132,75,7,13589,Online,Inquiry,5
1349,97,2492,87,1,17158,Online,Feedback,8
1350,411,34707,35,37,37914,Online,Inquiry,1
1351,285,43652,97,24,25811,In Person,Inquiry,2
1352,513,10027,14,33,28545,Phone,Inquiry,4
1353,739,43698,16,15,1616,In Person,Complaint,6
1354,987,32188,89,4,20993,In Person,Feedback,4
1355,527,41361,88,43,14927,Online,Complaint,2
1356,251,41848,84,52,23953,In Person,Feedback,2
1357,253,15911,72,34,20103,Online,Feedback,9
1358,509,6076,69,44,30436,Phone,Feedback,2
1359,394,29657,90,25,8577,Phone,Inquiry,5
1360,795,16964,62,42,40299,In Person,Feedback,7
1361,73,24639,86,16,4354,Phone,Complaint,2
1362,270,33090,15,4,4271,Online,Feedback,9
1363,827,9522,68,5,40940,Online,Complaint,8
1364,399,4148,56,35,43148,In Person,Feedback,9
1365,553,18078,51,29,18575,Phone,Feedback,1
1366,633,43270,53,16,11199,In Person,Complaint,4
1367,21,21444,29,6,31607,Online,Feedback,8
1368,799,8753,43,31,29181,Phone,Complaint,7
1369,472,29985,37,40,2194,In Person,Feedback,8
1370,637,16518,94,36,8833,Online,Complaint,8
1371,552,30603,30,47,2000,In Person,Inquiry,5
1372,609,39210,34,53,31695,Phone,Complaint,8
1373,302,24288,29,49,48438,Online,Feedback,10
1374,894,8741,93,46,4218,Online,Complaint,9
1375,833,17564,96,9,3971,Online,Inquiry,10
1376,953,29781,14,45,47505,In Person,Feedback,6
1377,203,21041,68,35,38348,In Person,Feedback,7
1378,546,7066,44,37,5950,Online,Complaint,8
1379,295,15739,84,8,17330,Phone,Inquiry,1
1380,170,29045,83,49,30519,Online,Complaint,3
1381,286,8907,47,49,14040,Online,Feedback,5
1382,678,43171,4,29,19894,Online,Feedback,7
1383,141,20664,75,29,1083,In Person,Feedback,3
1384,608,9837,93,33,23163,In Person,Feedback,7
1385,470,39841,43,20,21023,In Person,Feedback,5
1386,234,25001,24,32,24199,In Person,Inquiry,7
1387,482,30706,77,4,38678,Online,Inquiry,8
1388,994,8273,39,5,22078,In Person,Inquiry,4
1389,608,11404,32,23,45117,Online,Complaint,5
1390,303,7314,68,16,2254,Online,Inquiry,4
1391,225,25844,38,51,40758,In Person,Inquiry,8
1392,668,23395,65,20,44062,Online,Inquiry,3
1393,250,9193,74,21,27096,Online,Feedback,5
1394,545,27697,0,43,19573,Online,Inquiry,9
1395,864,44082,47,28,42709,Phone,Inquiry,7
1396,472,7916,46,5,6455,Phone,Complaint,5
1397,309,15502,12,4,25580,Phone,Inquiry,9
1398,723,2139,7,20,49568,Phone,Complaint,5
1399,189,17904,83,50,8129,Phone,Inquiry,6
1400,156,18261,68,46,35835,Online,Complaint,2
1401,701,19508,89,38,4941,Online,Feedback,5
1402,83,36729,11,22,48768,Online,Complaint,8
1403,854,813,66,28,15336,In Person,Complaint,3
1404,391,42330,8,31,42097,Phone,Inquiry,9
1405,63,8948,37,52,15689,Phone,Feedback,1
1406,286,968,82,13,3927,In Person,Inquiry,7
1407,748,30643,13,40,13269,Phone,Inquiry,1
1408,236,38505,49,5,44290,Online,Complaint,6
1409,92,5569,84,45,47875,Phone,Feedback,5
1410,446,8395,13,30,37739,Phone,Complaint,1
1411,768,36890,72,40,31183,In Person,Feedback,1
1412,455,319,77,24,25884,Phone,Inquiry,8
1413,672,28274,16,30,11756,In Person,Complaint,8
1414,350,38249,44,32,33828,Online,Inquiry,1
1415,545,35689,81,46,424,Online,Complaint,1
1416,696,15519,25,48,21,Phone,Inquiry,9
1417,616,40906,76,14,38567,Online,Feedback,6
1418,823,40996,9,1,26888,In Person,Inquiry,10
1419,104,7840,36,3,34992,In Person,Complaint,5
1420,290,16803,0,12,3590,Online,Complaint,10
1421,256,17546,18,5,25771,Online,Feedback,10
1422,5,39082,60,20,5455,Phone,Feedback,2
1423,904,16084,13,43,47481,Online,Complaint,3
1424,761,40993,55,34,40675,In Person,Feedback,6
1425,863,38924,69,39,32291,Phone,Complaint,3
1426,618,6969,43,41,39100,In Person,Inquiry,2
1427,312,42900,30,20,20312,In Person,Inquiry,7
1428,648,43249,72,25,49042,In Person,Feedback,4
1429,55,19323,29,6,41547,Phone,Feedback,2
1430,161,18777,4,12,28152,Online,Complaint,8
1431,410,33473,19,50,48738,Phone,Inquiry,8
1432,325,37503,30,11,28884,In Person,Feedback,5
1433,484,8002,58,8,40294,In Person,Inquiry,2
1434,158,40692,7,49,47267,Online,Complaint,9
1435,427,22548,36,6,9594,In Person,Complaint,7
1436,698,3600,84,45,35629,Online,Inquiry,1
1437,395,38526,46,39,27149,Online,Inquiry,3
1438,833,1274,80,1,43278,In Person,Complaint,8
1439,340,24353,66,43,21239,Phone,Complaint,2
1440,139,4074,8,28,2673,In Person,Feedback,1
1441,666,19662,31,46,9624,In Person,Inquiry,9
1442,20,3627,52,24,41500,Phone,Inquiry,3
1443,544,34098,3,25,5812,Phone,Inquiry,9
1444,277,22414,71,25,17580,Online,Feedback,5
1445,627,22541,37,14,12413,Online,Inquiry,9
1446,653,2318,56,46,29758,Phone,Complaint,9
1447,374,29649,77,36,14002,Phone,Complaint,8
1448,325,23895,25,29,19042,In Person,Complaint,10
1449,36,26938,82,23,36431,In Person,Feedback,10
1450,466,10883,65,18,4523,In Person,Complaint,5
1451,731,36199,29,44,32442,Online,Inquiry,10
1452,273,36299,40,34,18173,Phone,Complaint,2
1453,600,36672,22,18,24991,In Person,Inquiry,1
1454,13,3210,95,24,44166,Phone,Feedback,8
1455,91,3896,37,47,45382,In Person,Inquiry,2
1456,288,5799,66,45,8955,Phone,Feedback,2
1457,858,11461,1,45,19976,In Person,Complaint,4
1458,618,18024,80,46,46162,Phone,Complaint,1
1459,948,37734,14,33,17659,In Person,Feedback,6
1460,254,25409,53,51,33739,Online,Feedback,4
1461,463,4674,22,12,35131,Phone,Complaint,5
1462,702,8126,92,28,34161,Phone,Feedback,9
1463,491,37360,25,45,17004,In Person,Complaint,1
1464,284,10708,40,9,14829,In Person,Feedback,8
1465,152,43299,98,50,11739,In Person,Inquiry,5
1466,32,17475,47,33,23776,Online,Feedback,10
1467,519,11178,43,19,5999,In Person,Complaint,7
1468,401,5231,3,24,18477,In Person,Inquiry,9
1469,659,45154,25,2,18721,Phone,Feedback,3
1470,699,36783,77,37,48559,Phone,Complaint,4
1471,186,9492,22,20,43642,In Person,Inquiry,10
1472,270,11131,30,35,2287,In Person,Feedback,5
1473,115,8562,70,16,47265,In Person,Complaint,4
1474,58,37861,42,9,4125,In Person,Inquiry,9
1475,142,20050,74,33,25188,Phone,Complaint,7
1476,756,38402,70,24,33107,In Person,Inquiry,6
1477,843,43961,88,32,36493,In Person,Complaint,10
1478,182,41315,53,45,38678,Phone,Feedback,3
1479,539,7329,47,1,45173,In Person,Feedback,4
1480,464,24437,99,46,19734,Online,Inquiry,4
1481,236,5905,81,2,37541,Phone,Inquiry,5
1482,11,43596,23,2,33947,Online,Inquiry,10
1483,349,11452,93,5,39111,Phone,Feedback,9
1484,848,20930,7,28,1472,Phone,Inquiry,2
1485,39,24538,92,38,36158,Phone,Feedback,3
1486,624,38273,23,34,46170,Phone,Inquiry,1
1487,257,11806,60,45,29392,Phone,Complaint,7
1488,203,26090,21,41,47789,Online,Feedback,7
1489,558,26416,81,9,8142,Phone,Inquiry,4
1490,269,21233,80,2,48510,Phone,Inquiry,6
1491,491,39513,42,26,7554,Phone,Feedback,10
1492,55,20614,72,17,33568,Online,Complaint,5
1493,849,31592,54,22,22835,In Person,Complaint,3
1494,117,14424,78,24,27408,In Person,Feedback,3
1495,966,1949,53,52,15640,Phone,Complaint,5
1496,491,42956,47,42,45821,Phone,Inquiry,1
1497,525,33676,27,23,2593,Phone,Inquiry,3
1498,962,32694,96,4,42761,Online,Feedback,6
1499,915,38135,0,29,46291,In Person,Complaint,6
1500,986,30298,50,37,36353,Online,Inquiry,9
1501,956,24090,76,1,333,Online,Feedback,3
1502,504,31159,54,38,27497,In Person,Feedback,2
1503,757,2496,73,10,24326,In Person,Feedback,8
1504,409,10776,27,47,18398,Phone,Feedback,5
1505,977,3077,29,25,48571,Phone,Complaint,5
1506,780,30557,77,15,32651,In Person,Inquiry,3
1507,616,27867,43,46,33180,Phone,Feedback,10
1508,94,4500,45,28,23009,Online,Complaint,9
1509,640,32453,17,44,24674,Online,Feedback,2
1510,54,34208,1,28,33230,In Person,Complaint,9
1511,864,35341,79,21,36399,Phone,Feedback,1
1512,951,5925,35,47,1926,Phone,Feedback,9
1513,814,36928,88,2,22757,Online,Inquiry,8
1514,11,4894,24,15,38669,In Person,Inquiry,6
1515,940,21748,51,13,36795,In Person,Complaint,7
1516,208,4568,3,3,28657,Online,Complaint,9
1517,89,25734,0,14,30640,Online,Complaint,8
1518,743,42710,99,43,45150,Online,Feedback,8
1519,945,43056,69,36,44377,Phone,Complaint,5
1520,258,14517,31,32,12838,In Person,Feedback,10
1521,525,35563,28,44,29132,Phone,Complaint,4
1522,180,3713,45,13,11251,Phone,Feedback,6
1523,700,9735,96,15,35405,Phone,Feedback,5
1524,349,40050,12,27,47095,In Person,Complaint,3
1525,290,44722,37,19,23312,Phone,Inquiry,8
1526,572,13742,26,8,5806,Phone,Feedback,5
1527,266,25901,20,15,9780,Phone,Inquiry,10
1528,909,40873,48,25,11887,Phone,Inquiry,10
1529,574,43630,90,48,24807,Phone,Complaint,6
1530,569,10917,35,4,31224,Phone,Inquiry,1
1531,804,34645,81,13,22351,In Person,Feedback,9
1532,201,24237,87,49,15070,Phone,Complaint,8
1533,16,41090,47,25,25572,Phone,Feedback,8
1534,775,44571,34,36,17154,Phone,Feedback,10
1535,148,17813,60,42,3872,Online,Complaint,10
1536,656,30685,85,14,19668,Online,Complaint,10
1537,854,44259,35,27,27122,Online,Inquiry,3
1538,689,16162,92,11,26414,Phone,Complaint,1
1539,469,17538,68,15,760,Online,Feedback,10
1540,743,11574,30,53,22386,Online,Inquiry,2
1541,696,18982,43,4,14795,In Person,Complaint,5
1542,237,22430,55,36,21567,In Person,Inquiry,5
1543,395,33107,98,8,17643,Phone,Feedback,10
1544,571,14534,75,24,43414,Online,Feedback,6
1545,85,22920,72,13,19780,In Person,Feedback,5
1546,204,21717,9,46,9681,Phone,Inquiry,9
1547,803,23529,79,18,37472,In Person,Inquiry,5
1548,305,7557,5,14,43126,Phone,Feedback,1
1549,910,19198,88,26,22455,Phone,Feedback,2
1550,282,3845,75,32,32702,Online,Complaint,7
1551,973,22157,80,48,16173,Phone,Inquiry,8
1552,22,6360,74,6,37404,In Person,Feedback,6
1553,480,29686,82,17,22604,In Person,Complaint,9
1554,861,789,1,3,49584,Phone,Complaint,10
1555,228,4669,50,43,21249,Phone,Complaint,3
1556,534,23222,47,16,36024,Phone,Feedback,8
1557,651,26426,2,36,282,In Person,Complaint,8
1558,770,33549,69,6,49496,Online,Inquiry,6
1559,87,35108,23,50,47430,Phone,Feedback,3
1560,814,1626,71,34,42563,In Person,Inquiry,10
1561,901,6665,41,2,42826,In Person,Complaint,5
1562,778,4279,73,27,12349,In Person,Complaint,8
1563,163,18512,56,2,41566,Online,Complaint,10
1564,603,37300,71,25,46798,In Person,Feedback,5
1565,751,17938,64,52,8258,Phone,Inquiry,4
1566,797,40597,87,41,18890,Phone,Complaint,8
1567,894,9557,74,21,44529,Phone,Inquiry,1
1568,624,630,3,17,21212,Online,Inquiry,8
1569,500,35540,19,18,14150,In Person,Feedback,2
1570,101,13435,61,33,46323,In Person,Complaint,10
1571,450,9800,87,15,34903,Phone,Inquiry,5
1572,239,20688,24,43,7380,In Person,Feedback,8
1573,884,14196,61,5,47646,Online,Complaint,6
1574,78,35123,61,5,16100,Phone,Inquiry,3
1575,111,28517,20,29,39739,In Person,Inquiry,9
1576,923,39538,36,29,18568,Online,Feedback,3
1577,861,12098,0,17,42606,Phone,Complaint,2
1578,443,5513,79,10,43579,Online,Inquiry,2
1579,215,20736,75,8,22236,In Person,Inquiry,3
1580,648,33039,18,32,34732,In Person,Complaint,3
1581,376,35196,89,14,41694,In Person,Feedback,5
1582,753,28773,50,22,27811,Online,Feedback,2
1583,932,2654,59,39,10992,Online,Complaint,7
1584,478,25484,81,47,23796,In Person,Feedback,4
1585,229,41668,73,41,33519,In Person,Inquiry,1
1586,599,9125,34,38,9918,Phone,Complaint,4
1587,149,21821,31,47,39935,Online,Feedback,8
1588,290,39809,73,37,4068,In Person,Inquiry,3
1589,409,1942,58,42,3110,Phone,Inquiry,9
1590,990,30090,89,41,25472,In Person,Inquiry,3
1591,589,25701,51,53,36062,In Person,Feedback,5
1592,184,502,12,4,49756,Phone,Inquiry,10
1593,350,30438,82,26,76,Online,Complaint,5
1594,543,14530,73,23,7365,Phone,Complaint,2
1595,728,473,33,3,48029,Online,Inquiry,9
1596,740,28666,10,11,45938,Online,Inquiry,3
1597,719,17671,49,31,19707,Online,Complaint,4
1598,506,1882,72,39,2060,Online,Complaint,6
1599,167,44723,12,6,7408,In Person,Inquiry,8
1600,514,12683,14,14,36182,Online,Inquiry,2
1601,939,16316,96,20,11995,Phone,Complaint,3
1602,461,16896,88,28,17176,In Person,Feedback,10
1603,45,32498,45,6,44626,Online,Feedback,2
1604,924,24230,55,4,35845,Phone,Feedback,5
1605,543,41958,88,49,9754,Phone,Feedback,1
1606,712,11989,45,8,41978,In Person,Complaint,10
1607,230,31504,92,7,3280,Phone,Inquiry,9
1608,48,42610,56,20,23606,In Person,Feedback,10
1609,356,6234,21,47,11440,In Person,Feedback,4
1610,17,26586,83,9,13637,In Person,Complaint,9
1611,878,27727,57,8,40031,Phone,Inquiry,1
1612,208,21921,51,44,27029,Phone,Feedback,6
1613,679,16959,82,26,21921,In Person,Feedback,10
1614,281,29879,86,11,9518,Online,Complaint,4
1615,29,29657,61,37,29890,In Person,Complaint,8
1616,17,36367,65,47,2164,Online,Inquiry,1
1617,868,275,43,5,19192,In Person,Complaint,4
1618,473,21069,9,30,35208,Phone,Complaint,5
1619,11,43341,2,23,48898,In Person,Inquiry,6
1620,288,1689,63,47,8526,In Person,Inquiry,5
1621,506,7068,13,35,9094,Phone,Feedback,7
1622,205,42816,69,32,4854,Online,Feedback,8
1623,770,14773,56,32,22896,Phone,Complaint,9
1624,968,20144,37,44,5169,Phone,Inquiry,7
1625,693,21471,29,40,21817,Phone,Complaint,10
1626,274,41857,14,6,21961,Phone,Complaint,10
1627,701,42390,96,28,12439,Phone,Complaint,10
1628,312,44232,35,53,3917,Online,Feedback,2
1629,2,18634,14,30,1689,In Person,Inquiry,3
1630,464,43694,52,31,32144,Online,Feedback,3
1631,142,29745,25,53,7563,Phone,Feedback,5
1632,851,24827,35,42,15168,In Person,Complaint,3
1633,52,7841,12,44,1221,Online,Complaint,6
1634,473,24398,67,9,31674,Phone,Inquiry,9
1635,799,987,81,14,41915,Phone,Feedback,10
1636,577,25935,64,27,21937,Phone,Inquiry,9
1637,221,42943,35,48,26437,Phone,Feedback,2
1638,845,36132,30,26,46173,Online,Complaint,1
1639,305,9176,25,31,9553,In Person,Inquiry,8
1640,455,8992,88,15,3588,Online,Feedback,10
1641,27,27451,88,4,15024,In Person,Feedback,5
1642,482,2703,55,22,47076,Online,Feedback,10
1643,995,11149,55,46,1245,Phone,Complaint,4
1644,899,19427,56,32,36827,Online,Inquiry,2
1645,381,32200,34,50,4781,Online,Complaint,10
1646,945,43232,2,4,16388,Online,Inquiry,6
1647,220,12783,67,49,34578,Online,Complaint,8
1648,811,3429,20,32,5126,Online,Inquiry,6
1649,33,43406,81,23,6057,Online,Inquiry,1
1650,859,1882,43,36,39613,Online,Feedback,2
1651,193,30660,90,51,30497,Online,Feedback,9
1652,845,35757,21,53,36056,Phone,Complaint,5
1653,624,26028,51,36,13825,Online,Complaint,7
1654,857,2152,37,38,47097,Phone,Complaint,2
1655,414,13736,24,52,6859,Online,Inquiry,4
1656,156,33104,29,51,19613,Online,Feedback,2
1657,993,6559,49,47,27134,Phone,Complaint,1
1658,898,38230,48,17,35350,In Person,Inquiry,3
1659,829,30286,21,50,27167,Online,Complaint,6
1660,356,15455,46,30,8669,Phone,Complaint,1
1661,588,36860,30,28,18945,Phone,Inquiry,8
1662,141,5895,31,27,1448,Online,Feedback,3
1663,283,6931,15,35,22480,In Person,Inquiry,5
1664,107,30361,96,33,27987,In Person,Complaint,8
1665,875,24962,52,6,43168,Online,Complaint,1
1666,364,41058,99,42,34244,Online,Complaint,8
1667,341,7412,80,11,41878,Phone,Complaint,2
1668,955,27993,89,46,38750,Online,Feedback,5
1669,428,41238,34,17,22132,Phone,Complaint,10
1670,773,661,49,19,10472,In Person,Complaint,9
1671,352,39163,73,41,23802,Online,Inquiry,3
1672,210,11046,46,52,26878,Online,Complaint,9
1673,820,20300,3,29,28228,In Person,Inquiry,10
1674,498,44366,47,27,12976,Phone,Complaint,7
1675,864,25089,86,11,46506,Phone,Feedback,4
1676,443,22419,8,50,46152,Phone,Feedback,5
1677,38,3360,26,17,13974,Online,Inquiry,9
1678,175,12454,56,46,4155,Phone,Feedback,8
1679,419,17788,53,26,30351,In Person,Feedback,2
1680,225,31296,97,34,49051,Online,Inquiry,2
1681,495,3054,50,52,26913,Phone,Complaint,2
1682,508,11174,89,38,5727,Phone,Inquiry,2
1683,376,1218,54,28,43358,In Person,Feedback,2
1684,624,32744,45,16,11627,Phone,Feedback,9
1685,747,8847,66,10,15781,Phone,Complaint,2
1686,405,14385,20,5,44442,Phone,Complaint,3
1687,288,734,3,47,13082,Phone,Feedback,8
1688,849,28238,69,15,38002,Online,Complaint,10
1689,787,30820,45,19,49389,Phone,Feedback,10
1690,597,18177,9,43,22914,In Person,Inquiry,9
1691,509,9616,78,36,20643,Phone,Feedback,3
1692,448,44880,99,47,4167,Online,Feedback,6
1693,652,10409,78,19,36006,Phone,Inquiry,4
1694,715,44859,41,46,46195,Phone,Inquiry,10
1695,76,23623,36,34,29860,In Person,Feedback,6
1696,693,30353,95,49,15935,Phone,Inquiry,5
1697,267,24396,65,46,439,In Person,Complaint,2
1698,806,33457,17,28,27903,In Person,Inquiry,6
1699,902,6265,27,36,13404,Online,Complaint,7
1700,821,19016,61,23,27884,Online,Inquiry,8
1701,524,29330,19,14,22283,Phone,Complaint,8
1702,510,17636,4,14,26136,In Person,Complaint,3
1703,660,17327,41,24,817,Phone,Complaint,2
1704,175,14031,11,21,18270,In Person,Complaint,6
1705,332,42487,98,12,49542,Phone,Complaint,2
1706,450,30220,61,38,22655,Online,Feedback,9
1707,731,19809,82,30,15982,In Person,Complaint,9
1708,947,28381,13,25,36614,Online,Inquiry,8
1709,116,20082,2,51,34035,Phone,Feedback,2
1710,873,40176,57,40,29287,Online,Complaint,3
1711,577,37534,54,30,10986,In Person,Feedback,5
1712,525,21313,22,6,36439,Online,Complaint,5
1713,326,12298,72,16,6056,Phone,Complaint,8
1714,838,7106,34,22,9520,Phone,Feedback,7
1715,712,5618,41,23,32932,Phone,Feedback,2
1716,578,39173,37,53,16142,Phone,Feedback,5
1717,193,22557,71,3,47436,Online,Complaint,6
1718,148,20081,59,48,5754,Phone,Inquiry,7
1719,330,43653,47,28,2743,Online,Inquiry,2
1720,601,5541,74,50,10778,In Person,Inquiry,9
1721,659,12613,38,4,5767,Phone,Feedback,8
1722,780,37386,96,27,15083,Phone,Complaint,7
1723,693,14454,53,5,36194,Phone,Complaint,10
1724,235,44097,21,47,22511,In Person,Complaint,4
1725,948,35331,8,22,26216,In Person,Inquiry,9
1726,346,324,64,7,43194,Phone,Inquiry,9
1727,4,40490,74,50,16615,Online,Inquiry,8
1728,667,32924,20,23,24253,Phone,Feedback,9
1729,958,17715,3,50,28885,In Person,Feedback,7
1730,620,20263,60,38,39293,Online,Feedback,2
1731,380,29925,88,44,29390,Phone,Complaint,4
1732,660,6390,40,36,8293,Phone,Complaint,4
1733,629,14498,16,26,42484,Online,Complaint,3
1734,682,7394,97,5,25426,In Person,Inquiry,7
1735,113,24017,76,46,42751,In Person,Inquiry,1
1736,142,5297,42,52,9903,Online,Inquiry,7
1737,297,18634,61,7,29983,Phone,Feedback,6
1738,111,38917,14,11,32218,In Person,Feedback,8
1739,956,28903,26,26,45338,Online,Feedback,1
1740,893,45064,68,18,41741,In Person,Complaint,3
1741,904,36175,46,14,33808,Phone,Feedback,10
1742,56,35678,64,19,35874,Phone,Inquiry,9
1743,768,2096,52,48,42780,In Person,Inquiry,5
1744,756,40735,58,19,19007,In Person,Feedback,10
1745,105,17859,36,28,10225,Phone,Feedback,2
1746,293,3167,22,2,23561,Phone,Feedback,6
1747,276,1755,29,50,20528,Phone,Feedback,2
1748,834,45049,43,6,7294,Online,Feedback,1
1749,242,10446,48,26,5358,In Person,Feedback,4
1750,507,1952,5,20,33147,Online,Complaint,2
1751,35,42532,84,16,9910,Online,Feedback,2
1752,683,3768,58,24,30006,In Person,Complaint,7
1753,736,36658,62,12,47696,Online,Inquiry,7
1754,913,14563,95,32,11051,Online,Feedback,5
1755,242,19439,8,7,46919,In Person,Feedback,2
1756,562,27556,68,48,31840,In Person,Feedback,6
1757,431,42656,53,19,17197,Phone,Inquiry,5
1758,96,41191,85,41,48988,Phone,Inquiry,9
1759,499,6576,38,9,41967,In Person,Feedback,10
1760,544,26417,12,36,18019,Online,Feedback,6
1761,940,24035,84,27,24371,Phone,Feedback,4
1762,134,13968,81,10,48706,Online,Inquiry,10
1763,465,8538,52,46,40004,Phone,Complaint,7
1764,864,42540,44,45,23551,Online,Complaint,5
1765,904,30245,77,27,45966,Online,Complaint,1
1766,464,34397,2,32,35429,In Person,Feedback,5
1767,969,39858,13,46,35676,Online,Complaint,10
1768,758,4129,58,26,38260,Online,Inquiry,5
1769,146,18472,97,21,21322,In Person,Complaint,5
1770,470,28007,24,45,38003,Online,Inquiry,1
1771,55,13803,76,52,43982,In Person,Feedback,1
1772,751,12729,73,19,43822,Online,Complaint,3
1773,214,24719,42,32,18906,Online,Complaint,7
1774,358,16250,36,10,45378,Online,Feedback,1
1775,446,24172,60,30,31974,Online,Inquiry,6
1776,826,1699,95,14,26991,Online,Inquiry,6
1777,169,13458,88,35,34872,In Person,Complaint,9
